Invoice ID,Account ID,Account,Status_Updated_Date,Salesperson,Sales,State,Item Class,Material_Service,Status,Customer Type,Year,Quarter,Month
INV10385,1000041,Advanced Classroom Technologies,04/08/2021 00:00,West - Rulon C,1019.85,Washington,Kits,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10388,1000186,CCS Presentation Systems AZ,04/08/2021 00:00,NW - Tanner A,0,Arizona,Amplifiers,Material,Unposted Invoices,Customer,2021,Q3,8
INV10388,1000186,CCS Presentation Systems AZ,04/08/2021 00:00,NW - Tanner A,0,Arizona,Power Supply,Material,Unposted Invoices,Customer,2021,Q3,8
INV10388,1000186,CCS Presentation Systems AZ,04/08/2021 00:00,NW - Tanner A,0,Arizona,Network Devices,Material,Contingency,Customer,2021,Q3,8
INV10388,1000186,CCS Presentation Systems AZ,04/08/2021 00:00,NW - Tanner A,0,Arizona,Speakers,Material,Unposted Invoices,Customer,2021,Q3,8
INV10388,1000186,CCS Presentation Systems AZ,04/08/2021 00:00,NW - Tanner A,0,Arizona,Wire,Material,Programming,Customer,2021,Q3,8
INV10388,1000186,CCS Presentation Systems AZ,04/08/2021 00:00,NW - Tanner A,0,Arizona,Miscellaneous,Material,Unposted Invoices,Customer,2021,Q3,8
INV10388,1000186,CCS Presentation Systems AZ,04/08/2021 00:00,NW - Tanner A,0,Arizona,Accessories,Material,Programming,Customer,2021,Q3,8
INV10388,1000186,CCS Presentation Systems AZ,04/08/2021 00:00,NW - Tanner A,0,Arizona,Batteries,Material,Unposted Invoices,Customer,2021,Q3,8
INV10388,1000186,CCS Presentation Systems AZ,04/08/2021 00:00,NW - Tanner A,0,Arizona,Microphones,Material,Unposted Invoices,Customer,2021,Q3,8
INV10388,1000186,CCS Presentation Systems AZ,04/08/2021 00:00,NW - Tanner A,70705.8,Arizona,Kits,Material,Programming,Customer,2021,Q3,8
INV10389,1000234,Clinton Learning Solutions LLC,04/08/2021 00:00,SE - Chris C,0,Virginia,Amplifiers,Material,Invoiced Sales,Customer,2021,Q3,8
INV10386,1000234,Clinton Learning Solutions LLC,04/08/2021 00:00,SE - Spencer A,0,New Jersey,Amplifiers,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10386,1000234,Clinton Learning Solutions LLC,04/08/2021 00:00,SE - Spencer A,0,New Jersey,Power Supply,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10389,1000234,Clinton Learning Solutions LLC,04/08/2021 00:00,SE - Chris C,0,Virginia,Power Supply,Material,Invoiced Sales,Customer,2021,Q3,8
INV10386,1000234,Clinton Learning Solutions LLC,04/08/2021 00:00,SE - Spencer A,0,New Jersey,Network Devices,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10389,1000234,Clinton Learning Solutions LLC,04/08/2021 00:00,SE - Chris C,0,Virginia,Network Devices,Material,Invoiced Sales,Customer,2021,Q3,8
INV10386,1000234,Clinton Learning Solutions LLC,04/08/2021 00:00,SE - Spencer A,0,New Jersey,Speakers,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10389,1000234,Clinton Learning Solutions LLC,04/08/2021 00:00,SE - Chris C,0,Virginia,Speakers,Material,Invoiced Sales,Customer,2021,Q3,8
INV10389,1000234,Clinton Learning Solutions LLC,04/08/2021 00:00,SE - Chris C,0,Virginia,Wire,Material,Invoiced Sales,Customer,2021,Q3,8
INV10386,1000234,Clinton Learning Solutions LLC,04/08/2021 00:00,SE - Spencer A,0,New Jersey,Wire,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10389,1000234,Clinton Learning Solutions LLC,04/08/2021 00:00,SE - Chris C,0,Virginia,Miscellaneous,Material,Invoiced Sales,Customer,2021,Q3,8
INV10386,1000234,Clinton Learning Solutions LLC,04/08/2021 00:00,SE - Spencer A,0,New Jersey,Miscellaneous,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10389,1000234,Clinton Learning Solutions LLC,04/08/2021 00:00,SE - Chris C,0,Virginia,Accessories,Material,Invoiced Sales,Customer,2021,Q3,8
INV10386,1000234,Clinton Learning Solutions LLC,04/08/2021 00:00,SE - Spencer A,0,New Jersey,Accessories,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10389,1000234,Clinton Learning Solutions LLC,04/08/2021 00:00,SE - Chris C,0,Virginia,Batteries,Material,Invoiced Sales,Customer,2021,Q3,8
INV10386,1000234,Clinton Learning Solutions LLC,04/08/2021 00:00,SE - Spencer A,0,New Jersey,Batteries,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10389,1000234,Clinton Learning Solutions LLC,04/08/2021 00:00,SE - Chris C,0,Virginia,Microphones,Material,Invoiced Sales,Customer,2021,Q3,8
INV10386,1000234,Clinton Learning Solutions LLC,04/08/2021 00:00,SE - Spencer A,0,New Jersey,Microphones,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10389,1000234,Clinton Learning Solutions LLC,04/08/2021 00:00,SE - Chris C,915.12,Virginia,Kits,Material,Invoiced Sales,Customer,2021,Q3,8
INV10386,1000234,Clinton Learning Solutions LLC,04/08/2021 00:00,SE - Spencer A,10232,New Jersey,Kits,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10382,1000269,Connecting Point,04/08/2021 00:00,CL - Sam J,0,Minnesota,Amplifiers,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10382,1000269,Connecting Point,04/08/2021 00:00,CL - Sam J,0,Minnesota,Power Supply,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10382,1000269,Connecting Point,04/08/2021 00:00,CL - Sam J,0,Minnesota,Network Devices,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10372,1000269,Connecting Point,04/08/2021 00:00,CL - Sam J,0,South Dakota,Network Devices,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10382,1000269,Connecting Point,04/08/2021 00:00,CL - Sam J,0,Minnesota,Speakers,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10372,1000269,Connecting Point,04/08/2021 00:00,CL - Sam J,0,South Dakota,Wire,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10382,1000269,Connecting Point,04/08/2021 00:00,CL - Sam J,0,Minnesota,Wire,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10372,1000269,Connecting Point,04/08/2021 00:00,CL - Sam J,0,South Dakota,Miscellaneous,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10382,1000269,Connecting Point,04/08/2021 00:00,CL - Sam J,0,Minnesota,Miscellaneous,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10382,1000269,Connecting Point,04/08/2021 00:00,CL - Sam J,0,Minnesota,Accessories,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10374,1000269,Connecting Point,04/08/2021 00:00,CL - Sam J,0,Minnesota,Accessories,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10382,1000269,Connecting Point,04/08/2021 00:00,CL - Sam J,0,Minnesota,Batteries,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10374,1000269,Connecting Point,04/08/2021 00:00,CL - Sam J,0,Minnesota,Batteries,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10382,1000269,Connecting Point,04/08/2021 00:00,CL - Sam J,0,Minnesota,Microphones,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10374,1000269,Connecting Point,04/08/2021 00:00,CL - Sam J,0,Minnesota,Microphones,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10372,1000269,Connecting Point,04/08/2021 00:00,CL - Sam J,65.26,South Dakota,Power Supply,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10372,1000269,Connecting Point,04/08/2021 00:00,CL - Sam J,164.6,South Dakota,Accessories,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10372,1000269,Connecting Point,04/08/2021 00:00,CL - Sam J,781.92,South Dakota,Kits,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10382,1000269,Connecting Point,04/08/2021 00:00,CL - Sam J,3540.04,Minnesota,Kits,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10374,1000269,Connecting Point,04/08/2021 00:00,CL - Sam J,11114.64,Minnesota,Kits,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10375,1000291,Davis County School District,04/08/2021 00:00,NW - Tanner A,0,Utah,Microphones,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10376,1000291,Davis County School District,04/08/2021 00:00,NW - Tanner A,0,Utah,Microphones,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10390,1000291,Davis County School District,04/08/2021 00:00,NW - Tanner A,0,Utah,Microphones,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10375,1000291,Davis County School District,04/08/2021 00:00,NW - Tanner A,0,Utah,Accessories,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10376,1000291,Davis County School District,04/08/2021 00:00,NW - Tanner A,0,Utah,Accessories,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10390,1000291,Davis County School District,04/08/2021 00:00,NW - Tanner A,0,Utah,Accessories,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10375,1000291,Davis County School District,04/08/2021 00:00,NW - Tanner A,0,Utah,Batteries,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10376,1000291,Davis County School District,04/08/2021 00:00,NW - Tanner A,0,Utah,Batteries,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10390,1000291,Davis County School District,04/08/2021 00:00,NW - Tanner A,0,Utah,Batteries,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10375,1000291,Davis County School District,04/08/2021 00:00,NW - Tanner A,0,Utah,Network Devices,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10376,1000291,Davis County School District,04/08/2021 00:00,NW - Tanner A,0,Utah,Network Devices,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10390,1000291,Davis County School District,04/08/2021 00:00,NW - Tanner A,0,Utah,Network Devices,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10375,1000291,Davis County School District,04/08/2021 00:00,NW - Tanner A,0,Utah,Miscellaneous,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10376,1000291,Davis County School District,04/08/2021 00:00,NW - Tanner A,0,Utah,Miscellaneous,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10390,1000291,Davis County School District,04/08/2021 00:00,NW - Tanner A,0,Utah,Miscellaneous,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10375,1000291,Davis County School District,04/08/2021 00:00,NW - Tanner A,0,Utah,Wire,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10376,1000291,Davis County School District,04/08/2021 00:00,NW - Tanner A,0,Utah,Wire,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10390,1000291,Davis County School District,04/08/2021 00:00,NW - Tanner A,0,Utah,Wire,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10375,1000291,Davis County School District,04/08/2021 00:00,NW - Tanner A,0,Utah,Amplifiers,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10376,1000291,Davis County School District,04/08/2021 00:00,NW - Tanner A,0,Utah,Amplifiers,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10390,1000291,Davis County School District,04/08/2021 00:00,NW - Tanner A,0,Utah,Amplifiers,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10375,1000291,Davis County School District,04/08/2021 00:00,NW - Tanner A,0,Utah,Power Supply,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10376,1000291,Davis County School District,04/08/2021 00:00,NW - Tanner A,0,Utah,Power Supply,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10390,1000291,Davis County School District,04/08/2021 00:00,NW - Tanner A,0,Utah,Power Supply,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10375,1000291,Davis County School District,04/08/2021 00:00,NW - Tanner A,0,Utah,Speakers,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10390,1000291,Davis County School District,04/08/2021 00:00,NW - Tanner A,0,Utah,Speakers,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10375,1000291,Davis County School District,04/08/2021 00:00,NW - Tanner A,117,Utah,Enclosures,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10390,1000291,Davis County School District,04/08/2021 00:00,NW - Tanner A,234,Utah,Enclosures,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10375,1000291,Davis County School District,04/08/2021 00:00,NW - Tanner A,1254.52,Utah,Kits,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10376,1000291,Davis County School District,04/08/2021 00:00,NW - Tanner A,958.84,Utah,Kits,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10390,1000291,Davis County School District,04/08/2021 00:00,NW - Tanner A,2509.04,Utah,Kits,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10381,1000299,Day Automation,04/08/2021 00:00,SE - Spencer A,1149.08,New York,Microphones,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10381,1000299,Day Automation,04/08/2021 00:00,SE - Spencer A,111.77,New York,Batteries,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10381,1000299,Day Automation,04/08/2021 00:00,SE - Spencer A,3465.18,New York,Network Devices,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10381,1000299,Day Automation,04/08/2021 00:00,SE - Spencer A,6664.91,New York,Amplifiers,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10381,1000299,Day Automation,04/08/2021 00:00,SE - Spencer A,1364.53,New York,Speakers,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10381,1000299,Day Automation,04/08/2021 00:00,SE - Spencer A,688.73,New York,Wire,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10381,1000299,Day Automation,04/08/2021 00:00,SE - Spencer A,141.21,New York,Accessories,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10384,1000460,Granite School District,04/08/2021 00:00,NW - Tanner A,0,Utah,Accessories,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10384,1000460,Granite School District,04/08/2021 00:00,NW - Tanner A,0,Utah,Amplifiers,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10384,1000460,Granite School District,04/08/2021 00:00,NW - Tanner A,0,Utah,Batteries,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10384,1000460,Granite School District,04/08/2021 00:00,NW - Tanner A,0,Utah,Microphones,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10384,1000460,Granite School District,04/08/2021 00:00,NW - Tanner A,0,Utah,Miscellaneous,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10384,1000460,Granite School District,04/08/2021 00:00,NW - Tanner A,0,Utah,Network Devices,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10384,1000460,Granite School District,04/08/2021 00:00,NW - Tanner A,0,Utah,Power Supply,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10384,1000460,Granite School District,04/08/2021 00:00,NW - Tanner A,0,Utah,Wire,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10384,1000460,Granite School District,04/08/2021 00:00,NW - Tanner A,21154.5,Utah,Kits,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10366,1000488,Griffin Spalding County Schools,04/08/2021 00:00,SE - Kevin M,0,Georgia,Assembly Services,Service,Invoiced Sales,Reseller,2021,Q3,8
INV10366,1000488,Griffin Spalding County Schools,04/08/2021 00:00,SE - Kevin M,6082.03,Georgia,Design Services,Service,Invoiced Sales,Reseller,2021,Q3,8
INV10366,1000488,Griffin Spalding County Schools,04/08/2021 00:00,SE - Kevin M,1740.01,Georgia,Programming Services,Service,Invoiced Sales,Reseller,2021,Q3,8
INV10379,1000547,Howard Technology Solutions,04/08/2021 00:00,FL - Gary E,0,Florida,Amplifiers,Material,Invoiced Sales,Customer,2021,Q3,8
INV10379,1000547,Howard Technology Solutions,04/08/2021 00:00,FL - Gary E,0,Florida,Power Supply,Material,Invoiced Sales,Customer,2021,Q3,8
INV10379,1000547,Howard Technology Solutions,04/08/2021 00:00,FL - Gary E,0,Florida,Network Devices,Material,Invoiced Sales,Customer,2021,Q3,8
INV10379,1000547,Howard Technology Solutions,04/08/2021 00:00,FL - Gary E,0,Florida,Speakers,Material,Invoiced Sales,Customer,2021,Q3,8
INV10379,1000547,Howard Technology Solutions,04/08/2021 00:00,FL - Gary E,0,Florida,Wire,Material,Invoiced Sales,Customer,2021,Q3,8
INV10379,1000547,Howard Technology Solutions,04/08/2021 00:00,FL - Gary E,0,Florida,Miscellaneous,Material,Invoiced Sales,Customer,2021,Q3,8
INV10379,1000547,Howard Technology Solutions,04/08/2021 00:00,FL - Gary E,0,Florida,Accessories,Material,Invoiced Sales,Customer,2021,Q3,8
INV10379,1000547,Howard Technology Solutions,04/08/2021 00:00,FL - Gary E,0,Florida,Batteries,Material,Invoiced Sales,Customer,2021,Q3,8
INV10379,1000547,Howard Technology Solutions,04/08/2021 00:00,FL - Gary E,0,Florida,Microphones,Material,Invoiced Sales,Customer,2021,Q3,8
INV10379,1000547,Howard Technology Solutions,04/08/2021 00:00,FL - Gary E,1246.98,Florida,Kits,Material,Invoiced Sales,Customer,2021,Q3,8
INV10369,1000748,MCA Communications Inc.,04/08/2021 00:00,CL - Tim B Jr,37.05,Texas,Power Supply,Material,Invoiced Sales,Customer,2021,Q3,8
INV10378,1000879,Online Customers,04/08/2021 00:00,Strategic - Jessica B,160,Nevada,Accessories,Material,Programming,Customer,2021,Q3,8
INV10383,1000908,Paramus Board Of Education,04/08/2021 00:00,SE - Spencer A,0,New Jersey,Amplifiers,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10387,1000908,Paramus Board Of Education,04/08/2021 00:00,SE - Spencer A,0,New Jersey,Amplifiers,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10383,1000908,Paramus Board Of Education,04/08/2021 00:00,SE - Spencer A,0,New Jersey,Power Supply,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10387,1000908,Paramus Board Of Education,04/08/2021 00:00,SE - Spencer A,0,New Jersey,Power Supply,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10383,1000908,Paramus Board Of Education,04/08/2021 00:00,SE - Spencer A,0,New Jersey,Network Devices,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10387,1000908,Paramus Board Of Education,04/08/2021 00:00,SE - Spencer A,0,New Jersey,Network Devices,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10383,1000908,Paramus Board Of Education,04/08/2021 00:00,SE - Spencer A,0,New Jersey,Speakers,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10383,1000908,Paramus Board Of Education,04/08/2021 00:00,SE - Spencer A,0,New Jersey,Wire,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10387,1000908,Paramus Board Of Education,04/08/2021 00:00,SE - Spencer A,0,New Jersey,Wire,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10383,1000908,Paramus Board Of Education,04/08/2021 00:00,SE - Spencer A,0,New Jersey,Miscellaneous,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10387,1000908,Paramus Board Of Education,04/08/2021 00:00,SE - Spencer A,0,New Jersey,Miscellaneous,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10383,1000908,Paramus Board Of Education,04/08/2021 00:00,SE - Spencer A,0,New Jersey,Accessories,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10387,1000908,Paramus Board Of Education,04/08/2021 00:00,SE - Spencer A,0,New Jersey,Accessories,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10383,1000908,Paramus Board Of Education,04/08/2021 00:00,SE - Spencer A,0,New Jersey,Batteries,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10387,1000908,Paramus Board Of Education,04/08/2021 00:00,SE - Spencer A,0,New Jersey,Batteries,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10383,1000908,Paramus Board Of Education,04/08/2021 00:00,SE - Spencer A,0,New Jersey,Microphones,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10387,1000908,Paramus Board Of Education,04/08/2021 00:00,SE - Spencer A,0,New Jersey,Microphones,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10383,1000908,Paramus Board Of Education,04/08/2021 00:00,SE - Spencer A,2986.4,New Jersey,Kits,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10387,1000908,Paramus Board Of Education,04/08/2021 00:00,SE - Spencer A,2282.4,New Jersey,Kits,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10367,1000945,Platte County School District #1,04/08/2021 00:00,NW - Tanner A,0,Wyoming,Kits,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10367,1000945,Platte County School District #1,04/08/2021 00:00,NW - Tanner A,0,Wyoming,Miscellaneous,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10367,1000945,Platte County School District #1,04/08/2021 00:00,NW - Tanner A,72,Wyoming,Batteries,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10367,1000945,Platte County School District #1,04/08/2021 00:00,NW - Tanner A,10883.3,Wyoming,Pro Audio,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10367,1000945,Platte County School District #1,04/08/2021 00:00,NW - Tanner A,468,Wyoming,Speakers,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10367,1000945,Platte County School District #1,04/08/2021 00:00,NW - Tanner A,4051.66,Wyoming,Wire,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10367,1000945,Platte County School District #1,04/08/2021 00:00,NW - Tanner A,783.63,Wyoming,Accessories,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10377,1000955,PowerUp Edu,04/08/2021 00:00,SE - Austin A,0,Georgia,Amplifiers,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10377,1000955,PowerUp Edu,04/08/2021 00:00,SE - Austin A,0,Georgia,Power Supply,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10377,1000955,PowerUp Edu,04/08/2021 00:00,SE - Austin A,0,Georgia,Network Devices,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10377,1000955,PowerUp Edu,04/08/2021 00:00,SE - Austin A,0,Georgia,Speakers,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10377,1000955,PowerUp Edu,04/08/2021 00:00,SE - Austin A,0,Georgia,Wire,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10377,1000955,PowerUp Edu,04/08/2021 00:00,SE - Austin A,0,Georgia,Miscellaneous,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10377,1000955,PowerUp Edu,04/08/2021 00:00,SE - Austin A,0,Georgia,Accessories,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10377,1000955,PowerUp Edu,04/08/2021 00:00,SE - Austin A,0,Georgia,Batteries,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10377,1000955,PowerUp Edu,04/08/2021 00:00,SE - Austin A,0,Georgia,Microphones,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10377,1000955,PowerUp Edu,04/08/2021 00:00,SE - Austin A,1514.92,Georgia,Kits,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10371,1001046,San Juan School District,04/08/2021 00:00,NW - Tanner A,33.6,Utah,Accessories,Material,Invoiced Sales,Reseller,2021,Q3,8
INV10397,1000015,Alexander City Schools,04/09/2021 00:00,SE - Shannon H,0,Alabama,Accessories,Material,Invoiced Sales,Reseller,2021,Q3,9
INV10397,1000015,Alexander City Schools,04/09/2021 00:00,SE - Shannon H,0,Alabama,Batteries,Material,Invoiced Sales,Reseller,2021,Q3,9
INV10397,1000015,Alexander City Schools,04/09/2021 00:00,SE - Shannon H,0,Alabama,Microphones,Material,Invoiced Sales,Reseller,2021,Q3,9
INV10397,1000015,Alexander City Schools,04/09/2021 00:00,SE - Shannon H,2797.2,Alabama,Kits,Material,Invoiced Sales,Reseller,2021,Q3,9
INV10404,1000041,Advanced Classroom Technologies,04/09/2021 00:00,West - Rulon C,0,Washington,Amplifiers,Material,Invoiced Sales,Reseller,2021,Q3,9
INV10404,1000041,Advanced Classroom Technologies,04/09/2021 00:00,West - Rulon C,0,Washington,Power Supply,Material,Invoiced Sales,Reseller,2021,Q3,9
INV10404,1000041,Advanced Classroom Technologies,04/09/2021 00:00,West - Rulon C,0,Washington,Network Devices,Material,Invoiced Sales,Reseller,2021,Q3,9
INV10404,1000041,Advanced Classroom Technologies,04/09/2021 00:00,West - Rulon C,0,Washington,Speakers,Material,Invoiced Sales,Reseller,2021,Q3,9
INV10404,1000041,Advanced Classroom Technologies,04/09/2021 00:00,West - Rulon C,0,Washington,Wire,Material,Invoiced Sales,Reseller,2021,Q3,9
INV10404,1000041,Advanced Classroom Technologies,04/09/2021 00:00,West - Rulon C,0,Washington,Miscellaneous,Material,Invoiced Sales,Reseller,2021,Q3,9
INV10404,1000041,Advanced Classroom Technologies,04/09/2021 00:00,West - Rulon C,0,Washington,Accessories,Material,Invoiced Sales,Reseller,2021,Q3,9
INV10404,1000041,Advanced Classroom Technologies,04/09/2021 00:00,West - Rulon C,0,Washington,Batteries,Material,Invoiced Sales,Reseller,2021,Q3,9
INV10404,1000041,Advanced Classroom Technologies,04/09/2021 00:00,West - Rulon C,0,Washington,Microphones,Material,Invoiced Sales,Reseller,2021,Q3,9
INV10404,1000041,Advanced Classroom Technologies,04/09/2021 00:00,West - Rulon C,1019.85,Washington,Kits,Material,Invoiced Sales,Reseller,2021,Q3,9
INV10401,1000092,Beacon Technologies,04/09/2021 00:00,SE - Shannon H,0,Tennessee,Accessories,Material,Invoiced Sales,Reseller,2021,Q3,9
INV10401,1000092,Beacon Technologies,04/09/2021 00:00,SE - Shannon H,0,Tennessee,Batteries,Material,Invoiced Sales,Reseller,2021,Q3,9
INV10401,1000092,Beacon Technologies,04/09/2021 00:00,SE - Shannon H,0,Tennessee,Microphones,Material,Invoiced Sales,Reseller,2021,Q3,9
INV10401,1000092,Beacon Technologies,04/09/2021 00:00,SE - Shannon H,896.79,Tennessee,Kits,Material,Invoiced Sales,Reseller,2021,Q3,9
INV10393,1000098,Ban-Koe Companies,04/09/2021 00:00,CL - Tim B Jr,462,South Dakota,Programming Services,Service,Invoiced Sales,Reseller,2021,Q3,9
INV10395,1000098,Ban-Koe Companies,04/09/2021 00:00,CL - Tim B Jr,165,South Dakota,Programming Services,Service,Invoiced Sales,Reseller,2021,Q3,9
INV10406,1000186,CCS Presentation Systems AZ,04/09/2021 00:00,NW - Tanner A,0,Arizona,Accessories,Material,Programming,Reseller,2021,Q3,9
INV10406,1000186,CCS Presentation Systems AZ,04/09/2021 00:00,NW - Tanner A,0,Arizona,Microphones,Material,Programming,Reseller,2021,Q3,9
INV10406,1000186,CCS Presentation Systems AZ,04/09/2021 00:00,NW - Tanner A,780.9,Arizona,Kits,Material,Unposted Invoices,Reseller,2021,Q3,9
INV10422,1000187,CCS Presentation Systems NV,04/09/2021 00:00,NW - Devon M,0,Idaho,Amplifiers,Material,Invoiced Sales,Reseller,2021,Q3,9
INV10422,1000187,CCS Presentation Systems NV,04/09/2021 00:00,NW - Devon M,0,Idaho,Power Supply,Material,Invoiced Sales,Reseller,2021,Q3,9
INV10422,1000187,CCS Presentation Systems NV,04/09/2021 00:00,NW - Devon M,0,Idaho,Network Devices,Material,Invoiced Sales,Reseller,2021,Q3,9
INV10422,1000187,CCS Presentation Systems NV,04/09/2021 00:00,NW - Devon M,0,Idaho,Speakers,Material,Invoiced Sales,Reseller,2021,Q3,9
INV10422,1000187,CCS Presentation Systems NV,04/09/2021 00:00,NW - Devon M,0,Idaho,Wire,Material,Invoiced Sales,Reseller,2021,Q3,9
INV10422,1000187,CCS Presentation Systems NV,04/09/2021 00:00,NW - Devon M,0,Idaho,Miscellaneous,Material,Invoiced Sales,Reseller,2021,Q3,9
INV10422,1000187,CCS Presentation Systems NV,04/09/2021 00:00,NW - Devon M,0,Idaho,Accessories,Material,Invoiced Sales,Reseller,2021,Q3,9
